LON,LAT,ANNUAL
-47.614,-16.768,5306
-52.314,-16.722,5240
-51.528,-16.745,5237
-50.644,-16.667,5236
-50.465,-16.678,5332
-49.493,-16.652,5264
-49.265,-16.687,5247
-49.092,-16.709,5283
-48.999,-16.716,5283
-48.609,-16.660,5260
-48.507,-16.746,5306
-50.792,-16.606,5273
-50.304,-16.578,5302
-50.136,-16.610,5294
-49.882,-16.581,5276
-49.702,-16.579,5264
-4.896,-16.618,5245
-48.743,-16.620,5256
-50.739,-16.545,5268
-5.037,-16.522,5302
-49.959,-1.646,5277
-49.758,-16.468,5271
-49.421,-16.512,5265
-49.309,-16.487,5267
-49.021,-16.502,5240
-48.645,-16.484,5267
-51.820,-16.427,5276
-51.560,-16.386,5282
-51.119,-16.440,5246
-50.168,-16.417,5273
-49.681,-16.357,5267
-49.501,-16.362,5248
-49.496,-16.447,5258
-49.386,-16.432,5269
-49.320,-16.372,5269
-49.223,-16.405,5258
-49.080,-1.640,5233
-50.906,-16.314,5273
-50.553,-16.295,5267
-49.980,-1.625,5237
-49.367,-16.255,5273
-49.092,-16.292,5231
-48.953,-16.329,5210
-47.950,-16.254,5338
-52.544,-16.198,5276
-52.176,-16.200,5251
-51.259,-16.234,5256
-50.954,-16.182,5292
-50.435,-16.177,5303
-50.304,-16.212,5308
-49.605,-16.204,5248
-49.197,-16.218,5239
-48.706,-16.197,5265
-50.207,-16.124,5273
-49.603,-1.606,5260
-49.493,-16.084,5276
-49.337,-16.097,5312
-4.851,-16.084,5246
-48.032,-16.053,5292
-47.934,-16.079,5282
-47.976,-16.066,5282
-51.398,-16.006,5263
-50.712,-16.032,5311
-49.806,-1.602,5256
-49.375,-15.956,5314
-5.225,-15.903,5256
-50.867,-15.866,5293
-50.143,-15.941,5259
-49.603,-15.919,5274
-49.260,-1.593,5308
-48.949,-15.855,5212
-4.881,-15.928,5189
-4.827,-15.948,5288
-51.104,-15.767,5261
-50.610,-15.821,5301
-4.963,-15.761,5266
-48.769,-15.776,5227
-46.924,-15.806,5511
-49.827,-15.719,5231
-49.334,-15.749,5309
-48.260,-15.741,5263
-50.030,-15.633,5215
-49.941,-15.560,5246
-49.679,-1.551,5287
-48.883,-1.546,5332
-47.609,-15.453,5407
-47.337,-15.540,5447
-5.075,-15.435,5279
-50.363,-15.448,5296
-49.708,-15.355,5267
-49.509,-15.449,5268
-50.056,-15.319,5198
-49.818,-15.350,5191
-49.600,-15.307,5232
-49.582,-15.315,5272
-4.943,-15.298,5267
-49.117,-15.312,5261
-51.165,-15.243,5348
-49.801,-15.164,5227
-49.672,-15.173,5239
-48.287,-15.164,5437
-50.632,-15.091,5284
-49.575,-15.146,5252
-49.119,-15.135,5306
-48.163,-15.055,5405
-49.896,-1.502,5195
-49.552,-14.953,5246
-4.891,-14.968,5273
-47.783,-14.981,5384
-47.053,-15.034,5582
-51.081,-14.926,5314
-49.331,-1.486,5274
-49.581,-14.763,5238
-46.254,-14.805,5546
-50.572,-14.746,5284
-49.702,-14.734,5324
-49.468,-14.721,5256
-47.523,-14.705,5419
-46.172,-14.560,5594
-49.976,-14.541,5308
-48.460,-14.467,5337
-46.486,-14.461,5621
-46.494,-14.484,5621
-4.611,-14.497,5614
-49.710,-14.433,5334
